Date,VIX High
2009-01-22,51.76
2009-01-23,51.11
2009-01-26,47.93
2009-01-27,45.93
2009-01-28,42.25
2009-01-29,43.03
2009-01-30,45.53
2009-02-02,49.54
2009-02-03,45.52
2009-02-04,44.52
2009-02-05,46.23
2009-02-06,43.71
2009-02-09,45.45
2009-02-10,48.12
2009-02-11,46.67
2009-02-12,47.58
2009-02-13,43.02
2009-02-17,51.18
2009-02-18,50.29
2009-02-19,48.54
2009-02-20,52.04
2009-02-23,53.16
2009-02-24,52.56
2009-02-25,47.23
2009-02-26,45.33
2009-02-27,47.34
2009-03-02,53.25
2009-03-03,52.76
2009-03-04,48.83
2009-03-05,51.95
2009-03-06,51.95
2009-03-09,51.34
2009-03-10,49.68
2009-03-11,44.26
2009-03-12,43.98
2009-03-13,43.52
2009-03-16,44.23
2009-03-17,44.59
2009-03-18,42.39
2009-03-19,44.17
2009-03-20,47.63
2009-03-23,45.89
2009-03-24,44
2009-03-25,44.2
2009-03-26,42.25
2009-03-27,42.13
2009-03-30,46.28
2009-03-31,45.54
2009-04-01,45.6
2009-04-02,42.68
2009-04-03,42.03
2009-04-06,43.02
2009-04-07,42.5
2009-04-08,40.86
2009-04-09,37.74
2009-04-13,38.91
2009-04-14,38.5
2009-04-15,38.06
2009-04-16,36.8
2009-04-17,35.52
2009-04-20,39.58
2009-04-21,40.29
2009-04-22,38.19
2009-04-23,38.52
2009-04-24,37.53
2009-04-27,39.52
2009-04-28,39.64
2009-04-29,37.95
2009-04-30,36.71
2009-05-01,36.88
2009-05-04,36.24
2009-05-05,35.14
2009-05-06,33.7
2009-05-07,34.56
2009-05-08,32.72
2009-05-11,34.08
2009-05-12,33.29
2009-05-13,33.99
2009-05-14,33.96
2009-05-15,33.61
2009-05-18,32.91
2009-05-19,30.32
2009-05-20,29.16
2009-05-21,32.77
2009-05-22,32.71
2009-05-26,34.57
2009-05-27,32.53
2009-05-28,33.32
2009-05-29,31.67
2009-06-01,30.05
2009-06-02,30.13
2009-06-03,31.79
2009-06-04,31.02
2009-06-05,30.81
2009-06-08,31.82
2009-06-09,29.77
2009-06-10,29.74
2009-06-11,28.11
2009-06-12,28.5
2009-06-15,31.09
2009-06-16,32.75
2009-06-17,32.77
2009-06-18,31.54
2009-06-19,29.32
2009-06-22,32.05
2009-06-23,31.54
2009-06-24,30.58
2009-06-25,29.56
2009-06-26,27.22
2009-06-29,27.18
2009-06-30,27.38
2009-07-01,26.31
2009-07-02,28.62
2009-07-06,30.6
2009-07-07,30.94
2009-07-08,33.05
2009-07-09,30.49
2009-07-10,30.34
2009-07-13,29.24
2009-07-14,26.84
2009-07-15,26.06
2009-07-16,26.18
2009-07-17,25.55
2009-07-20,25.42
2009-07-21,25.14
2009-07-22,24.14
2009-07-23,24.05
2009-07-24,23.87
2009-07-27,24.86
2009-07-28,25.61
2009-07-29,26.18
2009-07-30,25.76
2009-07-31,26.22
2009-08-03,26.49
2009-08-04,26.16
2009-08-05,25.85
2009-08-06,26.15
2009-08-07,24.95
2009-08-10,25.82
2009-08-11,26.98
2009-08-12,26.5
2009-08-13,26.15
2009-08-14,25.94
2009-08-17,28.39
2009-08-18,27.89
2009-08-19,28.14
2009-08-20,26.45
2009-08-21,25.06
2009-08-24,25.7
2009-08-25,25.13
2009-08-26,25.56
2009-08-27,25.89
2009-08-28,25.5
2009-08-31,27.01
2009-09-01,29.23
2009-09-02,29.57
2009-09-03,28.9
2009-09-04,26.98
2009-09-08,26.15
2009-09-09,25.93
2009-09-10,24.76
2009-09-11,24.33
2009-09-14,25.39
2009-09-15,24.27
2009-09-16,23.92
2009-09-17,24.07
2009-09-18,24.43
2009-09-21,25.51
2009-09-22,23.98
2009-09-23,23.69
2009-09-24,25.37
2009-09-25,26.34
2009-09-28,26.4
2009-09-29,25.28
2009-09-30,26.45
2009-10-01,28.42
2009-10-02,29.56
2009-10-05,29.34
2009-10-06,26.41
2009-10-07,25.82
2009-10-08,24.69
2009-10-09,24.54
2009-10-12,23.53
2009-10-13,24.07
2009-10-14,22.89
2009-10-15,23.53
2009-10-16,22.6
2009-10-19,22.46
2009-10-20,21.76
2009-10-21,22.48
2009-10-22,22.77
2009-10-23,22.59
2009-10-26,24.86
2009-10-27,25.22
2009-10-28,27.94
2009-10-29,27.19
2009-10-30,31.59
2009-11-02,31.84
2009-11-03,30.8
2009-11-04,28.81
2009-11-05,27.39
2009-11-06,26.17
2009-11-09,24.24
2009-11-10,23.53
2009-11-11,23.68
2009-11-12,24.61
2009-11-13,24.43
2009-11-16,23.42
2009-11-17,23.33
2009-11-18,22.65
2009-11-19,24.2
2009-11-20,23.45
2009-11-23,21.98
2009-11-24,21.87
2009-11-25,20.57
2009-11-27,25.93
2009-11-30,25.57
2009-12-01,24.51
2009-12-02,22.19
2009-12-03,22.5
2009-12-04,22.76
2009-12-07,22.46
2009-12-08,23.97
2009-12-09,24.2
2009-12-10,22.66
2009-12-11,22.31
2009-12-14,21.59
2009-12-15,21.87
2009-12-16,21.2
2009-12-17,22.86
2009-12-18,23.02
2009-12-21,21.51
2009-12-22,20.4
2009-12-23,19.97
2009-12-24,19.67
2009-12-28,20.53
2009-12-29,20.12
2009-12-30,20.44
2009-12-31,21.83
2010-01-04,21.68
2010-01-05,20.13
2010-01-06,19.68
2010-01-07,19.71
2010-01-08,19.27
2010-01-11,17.74
2010-01-12,19.46
2010-01-13,18.72
2010-01-14,18.27
2010-01-15,19.02
2010-01-19,18.85
2010-01-20,19.69
2010-01-21,22.3
2010-01-22,28.01
2010-01-25,27.32
2010-01-26,26.22
2010-01-27,25.69
2010-01-28,25.3
2010-01-29,25.03
2010-02-01,24.33
2010-02-02,22.99
2010-02-03,22.11
2010-02-04,26.32
2010-02-05,29.22
2010-02-08,27.11
2010-02-09,26.56
2010-02-10,26.77
2010-02-11,26.11
2010-02-12,25.54
2010-02-16,23.57
2010-02-17,22.6
2010-02-18,22.21
2010-02-19,21.14
2010-02-22,21
2010-02-23,21.94
2010-02-24,21.58
2010-02-25,22.68
2010-02-26,20.53
2010-03-01,19.94
2010-03-02,19.36
2010-03-03,19.3
2010-03-04,19.27
2010-03-05,18.15
2010-03-08,17.96
2010-03-09,18.19
2010-03-10,18.6
2010-03-11,19.34
2010-03-12,18.53
2010-03-15,18.78
2010-03-16,18.01
2010-03-17,17.17
2010-03-18,16.99
2010-03-19,17.57
2010-03-22,18.34
2010-03-23,17.09
2010-03-24,17.92
2010-03-25,18.54
2010-03-26,18.69
2010-03-29,18.28
2010-03-30,18.08
2010-03-31,17.92
2010-04-01,18.09
2010-04-05,18.16
2010-04-06,17.54
2010-04-07,17.21
2010-04-08,17.8
2010-04-09,16.65
2010-04-12,16
2010-04-13,16.77
2010-04-14,16.38
2010-04-15,16.5
2010-04-16,19.7
2010-04-19,19.55
2010-04-20,16.89
2010-04-21,16.85
2010-04-22,18.19
2010-04-23,16.71
2010-04-26,17.53
2010-04-27,23.2
2010-04-28,23.03
2010-04-29,20.37
2010-04-30,22.39
2010-05-03,22.41
2010-05-04,25.7
2010-05-05,27.23
2010-05-06,40.71
2010-05-07,42.15
2010-05-10,30.89
2010-05-11,31.04
2010-05-12,26.67
2010-05-13,26.85
2010-05-14,33.24
2010-05-17,35.25
2010-05-18,34.17
2010-05-19,38.42
2010-05-20,46.37
2010-05-21,48.2
2010-05-24,41.74
2010-05-25,43.74
2010-05-26,35.02
2010-05-27,31.03
2010-05-28,33.3
2010-06-01,35.68
2010-06-02,34.57
2010-06-03,31.2
2010-06-04,36.12
2010-06-07,36.8
2010-06-08,37.38
2010-06-09,34.12
2010-06-10,31.77
2010-06-11,31.79
2010-06-14,28.72
2010-06-15,27.84
2010-06-16,26.72
2010-06-17,26.64
2010-06-18,24.88
2010-06-21,25.64
2010-06-22,27.05
2010-06-23,28.55
2010-06-24,30.27
2010-06-25,30.41
2010-06-28,29.9
2010-06-29,35.39
2010-06-30,34.63
2010-07-01,37.58
2010-07-02,31.88
2010-07-06,31.15
2010-07-07,29.56
2010-07-08,27.42
2010-07-09,25.67
2010-07-12,25.14
2010-07-13,24.57
2010-07-14,25.8
2010-07-15,27.24
2010-07-16,28.16
2010-07-19,27.3
2010-07-20,27.4
2010-07-21,26.63
2010-07-22,24.85
2010-07-23,25.17
2010-07-26,24.61
2010-07-27,23.57
2010-07-28,24.54
2010-07-29,25.54
2010-07-30,27.32
2010-08-02,23.24
2010-08-03,23.06
2010-08-04,23.69
2010-08-05,23.13
2010-08-06,23.89
2010-08-09,22.87
2010-08-10,24.24
2010-08-11,26.1
2010-08-12,27.21
2010-08-13,26.26
2010-08-16,28.1
2010-08-17,24.89
2010-08-18,25.23
2010-08-19,26.78
2010-08-20,27
2010-08-23,25.97
2010-08-24,28.77
2010-08-25,28.92
2010-08-26,27.55
2010-08-27,28.11
2010-08-30,27.21
2010-08-31,27.83
2010-09-01,25.13
2010-09-02,24.31
2010-09-03,22.78
2010-09-07,23.94
2010-09-08,23.56
2010-09-09,23.24
2010-09-10,22.87
2010-09-13,22.05
2010-09-14,21.97
2010-09-15,22.8
2010-09-16,22.83
2010-09-17,22.56
2010-09-20,22.58
2010-09-21,22.59
2010-09-22,23.19
2010-09-23,24.06
2010-09-24,22.61
2010-09-27,22.75
2010-09-28,24.28
2010-09-29,23.45
2010-09-30,24.52
2010-10-01,23.67
2010-10-04,24.34
2010-10-05,23.08
2010-10-06,22.13
2010-10-07,22.16
2010-10-08,21.64
2010-10-11,19.51
2010-10-12,20.1
2010-10-13,19.16
2010-10-14,21.02
2010-10-15,21.59
2010-10-18,20.71
2010-10-19,21.35
2010-10-20,21.2
2010-10-21,20.53
2010-10-22,19.36
2010-10-25,19.88
2010-10-26,21.01
2010-10-27,22.37
2010-10-28,21.41
2010-10-29,21.4
2010-11-01,22.54
2010-11-02,21.82
2010-11-03,22.02
2010-11-04,18.8
2010-11-05,18.44
2010-11-08,19.35
2010-11-09,19.39
2010-11-10,19.96
2010-11-11,19.75
2010-11-12,21.23
2010-11-15,20.37
2010-11-16,23.07
2010-11-17,22.21
2010-11-18,20.31
2010-11-19,19.72
2010-11-22,20.14
2010-11-23,21.45
2010-11-24,19.61
2010-11-26,22.22
2010-11-29,23.84
2010-11-30,23.79
2010-12-01,21.43
2010-12-02,21.13
2010-12-03,19.28
2010-12-06,18.85
2010-12-07,18.15
2010-12-08,18.32
2010-12-09,17.84
2010-12-10,17.63
2010-12-13,17.67
2010-12-14,17.95
2010-12-15,18.14
2010-12-16,18.27
2010-12-17,17.64
2010-12-20,16.86
2010-12-21,16.62
2010-12-22,16.56
2010-12-23,16.86
2010-12-27,18.32
2010-12-28,17.99
2010-12-29,17.49
2010-12-30,17.89
2010-12-31,18.13
2011-01-03,17.95
2011-01-04,18.24
2011-01-05,17.95
2011-01-06,17.56
2011-01-07,18.07
2011-01-10,18.63
2011-01-11,17.35
2011-01-12,16.5
2011-01-13,16.78
2011-01-14,16.71
2011-01-18,16.2
2011-01-19,17.67
2011-01-20,18.85
2011-01-21,18.61
2011-01-24,18.93
2011-01-25,18.55
2011-01-26,17.42
2011-01-27,16.89
2011-01-28,20.08
2011-01-31,19.96
2011-02-01,18.63
2011-02-02,17.84
2011-02-03,17.8
2011-02-04,16.74
2011-02-07,16.54
2011-02-08,16.6
2011-02-09,16.52
2011-02-10,17.07
2011-02-11,16.53
2011-02-14,16.26
2011-02-15,16.75
2011-02-16,16.74
2011-02-17,17.3
2011-02-18,16.91
2011-02-22,21.45
2011-02-23,23.22
2011-02-24,22.71
2011-02-25,20.44
2011-02-28,19.27
2011-03-01,21.01
2011-03-02,21.14
2011-03-03,19.27
2011-03-04,20.33
2011-03-07,21.77
2011-03-08,21.06
2011-03-09,20.96
2011-03-10,22.25
2011-03-11,21.75
2011-03-14,22.74
2011-03-15,25.72
2011-03-16,31.28
2011-03-17,27.54
2011-03-18,24.85
2011-03-21,22.16
2011-03-22,20.59
2011-03-23,21.05
2011-03-24,18.99
2011-03-25,18.08
2011-03-28,19.44
2011-03-29,19.78
2011-03-30,17.89
2011-03-31,17.95
2011-04-01,17.62
2011-04-04,17.85
2011-04-05,17.87
2011-04-06,17.15
2011-04-07,17.77
2011-04-08,18.33
2011-04-11,17.05
2011-04-12,18.46
2011-04-13,17.38
2011-04-14,18.08
2011-04-15,15.98
2011-04-18,19.07
2011-04-19,16.72
2011-04-20,15.39
2011-04-21,15.23
2011-04-25,16.06
2011-04-26,15.66
2011-04-27,16.42
2011-04-28,15.54
2011-04-29,14.99
2011-05-02,16.13
2011-05-03,17.29
2011-05-04,17.72
2011-05-05,19.11
2011-05-06,19.29
2011-05-09,18.59
2011-05-10,16.9
2011-05-11,17.49
2011-05-12,17.89
2011-05-13,17.56
2011-05-16,18.25
2011-05-17,19.09
2011-05-18,17.68
2011-05-19,16.56
2011-05-20,17.43
2011-05-23,20.03
2011-05-24,18.19
2011-05-25,18.26
2011-05-26,17.46
2011-05-27,16.27
2011-05-31,16.5
2011-06-01,18.48
2011-06-02,18.72
2011-06-03,19.87
2011-06-06,18.65
2011-06-07,18.48
2011-06-08,18.83
2011-06-09,18.31
2011-06-10,19.16
2011-06-13,20.02
2011-06-14,18.56
2011-06-15,21.66
2011-06-16,24.65
2011-06-17,22.39
2011-06-20,23.08
2011-06-21,19.46
2011-06-22,18.9
2011-06-23,21.5
2011-06-24,21.28
2011-06-27,21.82
2011-06-28,20.45
2011-06-29,18.83
2011-06-30,16.77
2011-07-01,16.29
2011-07-05,16.5
2011-07-06,17.08
2011-07-07,16.13
2011-07-08,17.14
2011-07-11,19.06
2011-07-12,20.13
2011-07-13,20.16
2011-07-14,21.58
2011-07-15,21.68
2011-07-18,21.93
2011-07-19,20.43
2011-07-20,19.65
2011-07-21,18.63
2011-07-22,17.95
2011-07-25,19.5
2011-07-26,20.5
2011-07-27,23.2
2011-07-28,23.99
2011-07-29,25.94
2011-08-01,25.63
2011-08-02,24.79
2011-08-03,25.23
2011-08-04,32.07
2011-08-05,39.25
2011-08-08,48
2011-08-09,47.56
2011-08-10,44.41
2011-08-11,42.88
2011-08-12,37.85
2011-08-15,34.83
2011-08-16,34.49
2011-08-17,33.32
2011-08-18,45.28
2011-08-19,45.4
2011-08-22,43.58
2011-08-23,42.54
2011-08-24,37.38
2011-08-25,40.14
2011-08-26,43.84
2011-08-29,33.81
2011-08-30,33.55
2011-08-31,32.53
2011-09-01,32.38
2011-09-02,34.74
2011-09-06,39.86
2011-09-07,34.7
2011-09-08,34.71
2011-09-09,40.74
2011-09-12,43.18
2011-09-13,39.43
2011-09-14,37.76
2011-09-15,33.98
2011-09-16,32.48
2011-09-19,35.33
2011-09-20,33.14
2011-09-21,37.32
2011-09-22,43.87
2011-09-23,42.82
2011-09-26,43.34
2011-09-27,38.57
2011-09-28,41.24
2011-09-29,42
2011-09-30,42.99
2011-10-03,45.55
2011-10-04,46.88
2011-10-05,41.2
2011-10-06,38.74
2011-10-07,37.82
2011-10-10,35.45
2011-10-11,34.24
2011-10-12,31.93
2011-10-13,32.76
2011-10-14,29.96
2011-10-17,33.39
2011-10-18,34.71
2011-10-19,35.47
2011-10-20,36.87
2011-10-21,32.98
2011-10-24,31.7
2011-10-25,32.46
2011-10-26,33.3
2011-10-27,26.46
2011-10-28,26.02
2011-10-31,29.97
2011-11-01,37.53
2011-11-02,34.27
2011-11-03,34.65
2011-11-04,32.56
2011-11-07,32.15
2011-11-08,30.49
2011-11-09,36.43
2011-11-10,35.5
2011-11-11,30.42
2011-11-14,32.85
2011-11-15,32.55
2011-11-16,33.51
2011-11-17,36.46
2011-11-18,33.99
2011-11-21,35.29
2011-11-22,33.39
2011-11-23,34.57
2011-11-25,34.77
2011-11-28,33.11
2011-11-29,32.02
2011-11-30,28.5
2011-12-01,27.89
2011-12-02,27.62
2011-12-05,28.31
2011-12-06,28.13
2011-12-07,29.58
2011-12-08,30.91
2011-12-09,29.61
2011-12-12,27.73
2011-12-13,26.28
2011-12-14,27.55
2011-12-15,25.28
2011-12-16,25.02
2011-12-19,25.38
2011-12-20,23.58
2011-12-21,23.94
2011-12-22,21.33
2011-12-23,21.21
2011-12-27,22.66
2011-12-28,23.56
2011-12-29,23.52
2011-12-30,23.46
2012-01-03,23.1
2012-01-04,23.73
2012-01-05,23.09
2012-01-06,21.72
2012-01-09,21.78
2012-01-10,20.69
2012-01-11,21.22
2012-01-12,22.03
2012-01-13,22.43
2012-01-17,22.25
2012-01-18,23.44
2012-01-19,20.87
2012-01-20,19.94
2012-01-23,19.31
2012-01-24,20
2012-01-25,19.55
2012-01-26,19.17
2012-01-27,19.16
2012-01-30,20.33
2012-01-31,19.84
2012-02-01,18.82
2012-02-02,18.5
2012-02-03,17.32
2012-02-06,18.02
2012-02-07,18.1
2012-02-08,18.46
2012-02-09,18.72
2012-02-10,21.98
2012-02-13,19.68
2012-02-14,20.76
2012-02-15,21.77
2012-02-16,21.76
2012-02-17,18.79
2012-02-21,18.94
2012-02-22,18.94
2012-02-23,18.97
2012-02-24,17.62
2012-02-27,19.25
2012-02-28,18.67
2012-02-29,18.75
2012-03-01,18.03
2012-03-02,17.65
2012-03-05,18.9
2012-03-06,21.24
2012-03-07,20.44
2012-03-08,18.46
2012-03-09,17.54
2012-03-12,16.67
2012-03-13,16.08
2012-03-14,16.19
2012-03-15,16.06
2012-03-16,15.24
2012-03-19,15.43
2012-03-20,15.95
2012-03-21,15.31
2012-03-22,16.58
2012-03-23,16.39
2012-03-26,15.03
2012-03-27,15.59
2012-03-28,17.27
2012-03-29,17.2
2012-03-30,15.98
2012-04-02,16.58
2012-04-03,16.65
2012-04-04,17.74
2012-04-05,17.13
2012-04-09,18.94
2012-04-10,21.06
2012-04-11,20.12
2012-04-12,19.74
2012-04-13,19.62
2012-04-16,20.42
2012-04-17,18.66
2012-04-18,19.17
2012-04-19,19.69
2012-04-20,18.05
2012-04-23,20.27
2012-04-24,19.22
2012-04-25,17.38
2012-04-26,17.04
2012-04-27,16.47
2012-04-30,17.41
2012-05-01,17.49
2012-05-02,17.63
2012-05-03,17.92
2012-05-04,19.28
2012-05-07,19.87
2012-05-08,20.91
2012-05-09,21.59
2012-05-10,19.88
2012-05-11,19.94
2012-05-14,21.87
2012-05-15,22.7
2012-05-16,22.69
2012-05-17,24.51
2012-05-18,25.14
2012-05-21,24.88
2012-05-22,23.19
2012-05-23,24.62
2012-05-24,23.22
2012-05-25,22.29
2012-05-29,22.47
2012-05-30,24.14
2012-05-31,25.46
2012-06-01,26.71
2012-06-04,27.73
2012-06-05,25.9
2012-06-06,23.89
2012-06-07,22.48
2012-06-08,23.1
2012-06-11,23.56
2012-06-12,23.9
2012-06-13,24.93
2012-06-14,24.81
2012-06-15,23.09
2012-06-18,21.98
2012-06-19,18.62
2012-06-20,20.05
2012-06-21,20.48
2012-06-22,19.37
2012-06-25,21.36
2012-06-26,20.57
2012-06-27,20.12
2012-06-28,21.19
2012-06-29,19.71
2012-07-02,18.19
2012-07-03,16.92
2012-07-05,18.22
2012-07-06,18.25
2012-07-09,18.32
2012-07-10,19.19
2012-07-11,19.17
2012-07-12,19.51
2012-07-13,17.82
2012-07-16,17.32
2012-07-17,17.46
2012-07-18,16.81
2012-07-19,16.7
2012-07-20,17.05
2012-07-23,20.49
2012-07-24,21
2012-07-25,20.67
2012-07-26,18.47
2012-07-27,17.3
2012-07-30,18.08
2012-07-31,19.09
2012-08-01,19.18
2012-08-02,19.25
2012-08-03,16.45
2012-08-06,16.27
2012-08-07,16.03
2012-08-08,16.47
2012-08-09,15.67
2012-08-10,15.5
2012-08-13,14.67
2012-08-14,15.06
2012-08-15,14.98
2012-08-16,15.15
2012-08-17,14.3
2012-08-20,14.78
2012-08-21,15.44
2012-08-22,15.52
2012-08-23,16.45
2012-08-24,16
2012-08-27,16.38
2012-08-28,16.92
2012-08-29,17.06
2012-08-30,18.05
2012-08-31,18.04
2012-09-04,18.96
2012-09-05,17.84
2012-09-06,17.3
2012-09-07,15.6
2012-09-10,16.28
2012-09-11,16.41
2012-09-12,16.31
2012-09-13,16.54
2012-09-14,14.71
2012-09-17,14.92
2012-09-18,14.88
2012-09-19,14.08
2012-09-20,14.67
2012-09-21,14.18
2012-09-24,15.06
2012-09-25,15.72
2012-09-26,17.08
2012-09-27,16.5
2012-09-28,15.77
2012-10-01,16.53
2012-10-02,16.5
2012-10-03,16.02
2012-10-04,15.33
2012-10-05,14.78
2012-10-08,15.46
2012-10-09,16.4
2012-10-10,16.79
2012-10-11,15.8
2012-10-12,16.18
2012-10-15,16.21
2012-10-16,15.23
2012-10-17,15.63
2012-10-18,15.5
2012-10-19,17.6
2012-10-22,17.98
2012-10-23,19.65
2012-10-24,18.67
2012-10-25,18.64
2012-10-26,18.64
2012-10-31,18.84
2012-11-01,17.79
2012-11-02,17.6
2012-11-05,18.7
2012-11-06,18.17
2012-11-07,19.4
2012-11-08,18.69
2012-11-09,18.81
2012-11-12,18.15
2012-11-13,17.38
2012-11-14,18.05
2012-11-15,18.64
2012-11-16,18.5
2012-11-19,15.98
2012-11-20,15.65
2012-11-21,15.43
2012-11-23,15.26
2012-11-26,15.84
2012-11-27,15.93
2012-11-28,16.98
2012-11-29,15.51
2012-11-30,16.17
2012-12-03,16.69
2012-12-04,17.37
2012-12-05,17.53
2012-12-06,16.85
2012-12-07,16.65
2012-12-10,16.47
2012-12-11,16.01
2012-12-12,16.09
2012-12-13,16.67
2012-12-14,17.15
2012-12-17,17.2
2012-12-18,16.43
2012-12-19,17.46
2012-12-20,17.96
2012-12-21,19.93
2012-12-24,18.66
2012-12-26,19.63
2012-12-27,20.9
2012-12-28,23.23
2012-12-31,22.72
2013-01-02,15.93
2013-01-03,14.92
2013-01-04,14.31
2013-01-07,14.53
2013-01-08,14.29
2013-01-09,13.93
2013-01-10,13.88
2013-01-11,13.79
2013-01-14,13.85
2013-01-15,13.99
2013-01-16,13.76
2013-01-17,13.7
2013-01-18,13.53
2013-01-22,13.32
2013-01-23,12.67
2013-01-24,13.5
2013-01-25,12.99
2013-01-28,13.91
2013-01-29,13.88
2013-01-30,14.33
2013-01-31,14.43
2013-02-01,13.38
2013-02-04,14.75
2013-02-05,14.21
2013-02-06,14.08
2013-02-07,14.41
2013-02-08,13.2
2013-02-11,13.42
2013-02-12,13.13
2013-02-13,13.19
2013-02-14,13.32
2013-02-15,12.89
2013-02-19,12.85
2013-02-20,14.68
2013-02-21,16.21
2013-02-22,15.02
2013-02-25,19.28
2013-02-26,18.23
2013-02-27,16.6
2013-02-28,15.6
2013-03-01,16.82
2013-03-04,16.16
2013-03-05,13.66
2013-03-06,13.77
2013-03-07,13.56
2013-03-08,13.3
2013-03-11,12.34
2013-03-12,12.93
2013-03-13,12.55
2013-03-14,11.75
2013-03-15,11.99
2013-03-18,13.64
2013-03-19,15.4
2013-03-20,13.18
2013-03-21,14.21
2013-03-22,13.85
2013-03-25,14.61
2013-03-26,13.21
2013-03-27,13.97
2013-03-28,13.07
2013-04-01,14.05
2013-04-02,13.18
2013-04-03,14.66
2013-04-04,14.79
2013-04-05,15.65
2013-04-08,14.5
2013-04-09,13.68
2013-04-10,12.88
2013-04-11,12.62
2013-04-12,13.12
2013-04-15,17.27
2013-04-16,14.87
2013-04-17,17.9
2013-04-18,18.2
2013-04-19,16.98
2013-04-22,16
2013-04-23,14.87
2013-04-24,13.75
2013-04-25,13.87
2013-04-26,14.18
2013-04-29,13.94
2013-04-30,14.28
2013-05-01,14.67
2013-05-02,14.48
2013-05-03,13.15
2013-05-06,13.19
2013-05-07,12.96
2013-05-08,13.04
2013-05-09,13.53
2013-05-10,13.45
2013-05-13,12.87
2013-05-14,13.21
2013-05-15,13.43
2013-05-16,13.46
2013-05-17,12.94
2013-05-20,13.28
2013-05-21,13.44
2013-05-22,14.45
2013-05-23,15.11
2013-05-24,14.79
2013-05-28,14.56
2013-05-29,15.65
2013-05-30,14.98
2013-05-31,16.35
2013-06-03,17.58
2013-06-04,17.25
2013-06-05,17.84
2013-06-06,18.51
2013-06-07,16.21
2013-06-10,15.6
2013-06-11,17.14
2013-06-12,18.6
2013-06-13,18.58
2013-06-14,17.26
2013-06-17,17.62
2013-06-18,16.95
2013-06-19,17.18
2013-06-20,21.32
2013-06-21,20.93
2013-06-24,21.91
2013-06-25,19.22
2013-06-26,18.06
2013-06-27,16.97
2013-06-28,17.69
2013-07-01,16.9
2013-07-02,16.93
2013-07-03,17.32
2013-07-05,16.28
2013-07-08,15.27
2013-07-09,14.65
2013-07-10,14.62
2013-07-11,14.2
2013-07-12,14.04
2013-07-15,14.11
2013-07-16,14.56
2013-07-17,14.44
2013-07-18,13.8
2013-07-19,13.97
2013-07-22,13.37
2013-07-23,13.06
2013-07-24,13.49
2013-07-25,13.54
2013-07-26,13.73
2013-07-29,13.86
2013-07-30,14.14
2013-07-31,13.83
2013-08-01,13.25
2013-08-02,12.74
2013-08-05,12.42
2013-08-06,12.93
2013-08-07,13.91
2013-08-08,13.13
2013-08-09,13.66
2013-08-12,13.57
2013-08-13,13.37
2013-08-14,13.09
2013-08-15,14.85
2013-08-16,14.88
2013-08-19,15.2
2013-08-20,15.25
2013-08-21,16.56
2013-08-22,15.26
2013-08-23,14.82
2013-08-26,15.01
2013-08-27,17.13
2013-08-28,17.11
2013-08-29,16.98
2013-08-30,17.81
2013-09-03,17.37
2013-09-04,17.01
2013-09-05,16.12
2013-09-06,16.81
2013-09-09,16.02
2013-09-10,15.09
2013-09-11,14.74
2013-09-12,14.39
2013-09-13,14.55
2013-09-16,14.49
2013-09-17,14.61
2013-09-18,14.68
2013-09-19,13.39
2013-09-20,13.47
2013-09-23,14.71
2013-09-24,14.37
2013-09-25,14.62
2013-09-26,14.4
2013-09-27,15.79
2013-09-30,17.49
2013-10-01,16.46
2013-10-02,16.81
2013-10-03,18.71
2013-10-04,17.87
2013-10-07,19.41
2013-10-08,21.01
2013-10-09,21.34
2013-10-10,17.92
2013-10-11,16.38
2013-10-14,17.74
2013-10-15,18.67
2013-10-16,17.15
2013-10-17,14.59
2013-10-18,13.53
2013-10-21,13.63
2013-10-22,13.92
2013-10-23,14.21
2013-10-24,13.62
2013-10-25,13.44
2013-10-28,13.72
2013-10-29,13.63
2013-10-30,14.35
2013-10-31,14.02
2013-11-01,13.92
2013-11-04,13.67
2013-11-05,13.64
2013-11-06,13.33
2013-11-07,14.14
2013-11-08,13.80
2013-11-11,12.93
2013-11-12,13.06
2013-11-13,13.35
2013-11-14,12.94
2013-11-15,12.45
2013-11-18,13.22
2013-11-19,13.68
2013-11-20,13.94
2013-11-21,13.09
2013-11-22,12.91
2013-11-25,12.92
2013-11-26,12.99
2013-11-27,12.98
2013-11-29,13.78
2013-12-02,14.31
2013-12-03,15.04
2013-12-04,15.71
2013-12-05,15.38
2013-12-06,14.09
2013-12-09,14.07
2013-12-10,14.22
2013-12-11,15.43
2013-12-12,16.09
2013-12-13,15.80
2013-12-16,16.08
2013-12-17,16.67
2013-12-18,16.75
2013-12-19,14.21
2013-12-20,13.87
2013-12-23,13.53
2013-12-24,12.89
2013-12-26,12.50
2013-12-27,12.59
2013-12-30,13.58
2013-12-31,14.35
2014-01-02,14.59
2014-01-03,14.22
2014-01-06,14.00
2014-01-07,13.28
2014-01-08,13.24
2014-01-09,13.26
2014-01-10,12.90
2014-01-13,13.65
2014-01-14,12.90
2014-01-15,12.40
2014-01-16,12.66
2014-01-17,12.93
2014-01-21,13.42
2014-01-22,13.12
2014-01-23,14.66
2014-01-24,18.14
2014-01-27,18.99
2014-01-28,17.28
2014-01-29,18.04
2014-01-30,17.39
2014-01-31,18.99
2014-02-03,21.48
2014-02-04,20.07
2014-02-05,20.72
2014-02-06,19.09
2014-02-07,16.31
2014-02-10,15.76
2014-02-11,15.29
